Home,Away,HPPHPG,APPAPG,HPPG,APPG,HGPHPG,AGPAPG,HGTPG,AGTPG,HSPHPG,ASPAPG,HSPG,ASPG,HSTPG,ASTPG,HSTPHPG,HSTPAPG,O15HPG,O15APG,O25HPG,O25APG,HAD,H_Win,A_Win,FTG,O15,O25
Everton,Chelsea,3,1,2.125,1.666666667,2.25,0.6,1.625,1.444444444,18.25,14.6,17.125,15.22222222,6.25,5.222222222,7,3.6,0.75,0.2,0.25,0.2,0,1,0,2,1,0
Fulham,Liverpool,1.2,3,1.125,3,0.8,2.5,0.75,2.625,9.6,15.25,11,11,3.125,5.375,2.2,5.25,0.8,0.75,0.4,0.75,2,0,1,3,1,1
Brighton,Southampton,0.2,1,0.333333333,1.125,0.4,0.75,0.333333333,1.375,10.2,10.5,8.444444444,9.5,1.666666667,3.375,1.6,2.5,0.8,0.5,0.4,0.5,2,0,1,1,0,0
Burnley,Wolves,1.5,0.75,1.428571429,1.625,1.25,0.75,1.428571429,1.125,8.75,10.75,8.142857143,7.125,2.857142857,3.125,3.25,2.25,0.75,0.5,0.25,0.5,0,1,0,2,1,0
Crystal Palace,Huddersfield,1.75,0.25,2,0.285714286,2,0.25,1.875,0.571428571,12.75,9.25,12,13.71428571,4,2.857142857,4,2.5,0.75,0.5,0.5,0.5,0,1,0,2,1,0
Fulham,Man City,1.5,3,1.285714286,3,0.75,2.4,0.714285714,2,10.25,19.4,11.57142857,10.125,3.285714286,6.75,2.25,6.8,0.75,0.4,0.25,0.4,2,0,1,2,1,0
Leicester,Bournemouth,1.75,1,1.571428571,1,1.25,2.75,1.571428571,1.857142857,15.75,11.75,14.14285714,14.14285714,5.714285714,5,6,5.5,0.5,0.75,0.25,0.75,0,1,0,2,1,0
Man United,Watford,1.4,1,1,0.875,1,1,0.875,1.25,13.4,15.33333333,14.375,14.375,4.625,5,5,5.666666667,1,1,0.4,1,0,1,0,3,1,1
West Ham,Everton,1.333333333,1.25,1.428571429,2,1.666666667,1,1.571428571,1.571428571,10.33333333,16,12.85714286,12.85714286,4.571428571,6,3.333333333,5.5,1,0.25,0.666666667,0.25,2,0,1,2,1,0
Cardiff,Chelsea,0,1.25,0.75,1.875,1,0.75,0.875,1.625,11,14.25,10.875,10.875,3.875,5.25,4.333333333,3.25,1,0.25,0.666666667,0.25,2,0,1,3,1,1
Liverpool,Tottenham,3,0,3,1.25,2.75,0.333333333,2.714285714,1.25,15.75,10.66666667,15.42857143,13.5,5.285714286,4.75,5.5,3.666666667,1,0.333333333,0.5,0.333333333,0,1,0,3,1,1
Arsenal,Newcastle,1.333333333,1.75,1.25,1.428571429,1.666666667,1.5,1.25,1.571428571,13,9,12.375,14.14285714,4.125,4.428571429,5.666666667,3.25,1,0.25,0.333333333,0.25,0,1,0,2,1,0
Watford,Fulham,0.8,1,1,1.5,1.4,0.666666667,1.285714286,0.833333333,13.6,13.33333333,13.42857143,15.66666667,4.571428571,3.833333333,4.6,4.666666667,0.8,0.333333333,0.6,0.333333333,0,1,0,5,1,1
Wolves,Man United,2.5,0.333333333,1.857142857,0.714285714,1.5,0.666666667,1.285714286,0.714285714,15.25,16,13.71428571,13.71428571,3.428571429,4.571428571,4,4,0.5,0.666666667,0.5,0.666666667,0,1,0,3,1,1
Chelsea,Brighton,2.5,0.5,1.714285714,0.375,2.5,0.25,1.571428571,0.375,18.5,6.25,15.71428571,13.75,5.571428571,1.75,7.25,1.75,1,0.25,0.75,0.25,0,1,0,3,1,1
Man City,Cardiff,3,1.2,3,0.857142857,1.333333333,0.8,2,0.857142857,20.33333333,10.8,19.14285714,19.14285714,6.714285714,4,6.666666667,3.6,0.333333333,0,0,0,0,1,0,2,1,0
Tottenham,Crystal Palace,2,2.25,1.428571429,1.857142857,1.8,1.75,1.285714286,1.857142857,20.4,11.25,17.57142857,17.57142857,5.142857143,3.857142857,5.4,4,0.6,0.5,0.4,0.5,0,1,0,2,1,0
Southampton,Liverpool,1.25,3,0.857142857,3,2,2.666666667,1.428571429,2.833333333,14,15,12.85714286,15,3.571428571,5.666666667,4.25,5,1,0.666666667,0.75,0.666666667,2,0,1,4,1,1
Bournemouth,Burnley,1,1.333333333,1.166666667,1.166666667,0.666666667,1.666666667,2.166666667,1.333333333,15,7.333333333,14,14,5.5,3.166666667,4.333333333,2.333333333,0.333333333,0.666666667,0.333333333,0.666666667,2,0,1,4,1,1
Huddersfield,Leicester,0.333333333,1.333333333,0.333333333,1.333333333,1,2,0.666666667,1.5,10,12,8.666666667,8.666666667,2.5,6,3.333333333,5.333333333,1,0.666666667,0.666666667,0.666666667,2,0,1,5,1,1
Newcastle,Crystal Palace,1,3,1.666666667,2.166666667,1.666666667,2.333333333,1.833333333,2.166666667,15.66666667,13.33333333,13.33333333,13.33333333,5,4.333333333,6,5,0.666666667,0.666666667,0.666666667,0.666666667,2,0,1,1,0,0
Everton,Arsenal,3,1.2,1.833333333,1,2.333333333,1,1.5,1.142857143,19.33333333,12,17.5,15,5.5,4.142857143,6.666666667,3.2,0.666666667,0.6,0.333333333,0.6,0,1,0,1,0,0
Chelsea,West Ham,2.333333333,1.5,1.5,1.666666667,2.333333333,1.5,1.333333333,1.833333333,19,14.75,15.5,15.5,5.833333333,5.166666667,8.333333333,5.5,1,0.5,0.666666667,0.5,0,1,0,2,1,0
Leicester,Newcastle,1.333333333,2.333333333,1,2,1,2,1,2.2,15,11,12.6,12.6,5.4,5,6.666666667,4,0.333333333,0.333333333,0.333333333,0.333333333,2,0,1,1,0,0
Brighton,Bournemouth,0.25,1.333333333,0.428571429,1.4,0.5,3.666666667,0.428571429,2.4,9.25,13,8.428571429,11.8,1.857142857,6.2,1.75,6.666666667,1,1,0.5,1,2,0,1,5,1,1
Burnley,Cardiff,1,1.5,0.8,1,1,1,1,1,10,12.5,8.2,6.833333333,3.2,4.5,4,4.25,0.666666667,0,0.333333333,0,0,1,0,2,1,0
Fulham,Everton,2,0.666666667,1.8,1.6,1,0.666666667,0.8,1.6,12,15.66666667,11.8,11.8,3.2,5.4,3,4.333333333,0.666666667,0.333333333,0.333333333,0.333333333,0,1,0,2,1,0
Man United,West Ham,1,2,0.833333333,2,0.75,2,0.666666667,2.2,14.75,16.66666667,14.83333333,17.8,4.666666667,5.8,5,6.666666667,1,0.666666667,0.25,0.666666667,0,1,0,3,1,1
Southampton,Wolves,1.666666667,1,1,1.666666667,2.333333333,1,1.5,1.166666667,15,11.66666667,13.16666667,13.16666667,4,3.666666667,5.333333333,2.666666667,1,0.666666667,0.666666667,0.666666667,0,1,0,4,1,1
Tottenham,Huddersfield,1.75,0.333333333,1.166666667,0.4,1.75,0.333333333,1.166666667,0.6,19,7.333333333,16.16666667,19.4,4.333333333,2.2,4.25,1.666666667,0.5,0.666666667,0.5,0.666666667,0,1,0,4,1,1
Crystal Palace,Man City,1.333333333,3,2,3,2,2.5,2.4,2,10.66666667,18.25,13.8,11.5,5,6,3.666666667,6.75,0.666666667,0.5,0.666666667,0.5,2,0,1,4,1,1
Liverpool,Chelsea,3,0.666666667,3,1.2,3,0.333333333,2.8,1.2,16.33333333,12,15.4,15.4,5.8,5.6,6.333333333,3.333333333,1,0,0.333333333,0,0,1,0,2,1,0
Watford,Arsenal,0.25,1.5,0.666666667,1.166666667,0.75,1.25,0.833333333,1.333333333,13.25,13.25,13.16666667,13.16666667,4.166666667,4.5,4,3.5,0.75,0.75,0.5,0.75,2,0,1,1,0,0
Brighton,Cardiff,0.333333333,2,0.5,1.2,0.666666667,1.333333333,0.5,1.2,9.666666667,12,8.5,10.2,2,5,2,5,1,0,0.333333333,0,2,0,1,2,1,0
Bournemouth,Fulham,1.5,1.5,1,1.5,0.5,0.5,1.75,0.5,17.5,11.5,15,15,6,2.75,5.5,3.5,0,0,0,0,2,0,1,1,0,0
Huddersfield,Watford,0.5,1.5,0.5,0.8,1,1,0.75,1,10,13,8.75,7,2.5,4.4,3,4.5,1,1,0.5,1,2,0,1,3,1,1
Man City,Tottenham,3,0,3,0.8,1,0,1.8,0.6,17,10.5,17.4,17.4,6,4.2,4.5,4.5,0,0,0,0,0,1,0,1,0,0
Newcastle,Southampton,1.5,0.333333333,1.75,0.6,2.5,0.666666667,2.5,1.2,14.5,11.33333333,12.75,10.2,5,3.6,6.5,2.666666667,1,0.666666667,1,0.666666667,0,1,0,4,1,1
West Ham,Leicester,2,0.5,2.5,1.25,2.5,1,2.5,1.25,14,9,15,15,6.25,5.5,4.5,3.5,1,0.5,1,0.5,1,0,0,4,1,1
Wolves,Brighton,2.333333333,0.666666667,2,0.6,1.333333333,0.333333333,1.2,0.6,17.33333333,7.333333333,14,14,4,2,4.666666667,2,0.333333333,0,0.333333333,0,1,0,0,0,0,0
Arsenal,Crystal Palace,0.5,3,0.8,2.5,1.5,3,1.4,2.75,16,18.5,13.2,16.5,4.2,5.5,6.5,7,1,1,0.5,1,2,0,1,5,1,1
Cardiff,Liverpool,0,3,0.75,3,1,2.5,1,3,12.5,14,12.75,12.75,5.5,5.5,5,5,1,0.5,0.5,0.5,2,0,1,2,1,0
Everton,Man United,3,0.5,2,0.4,3,0.5,2,0.4,17.5,15,18.5,14.8,6.5,4.8,7,4,1,0.5,0.5,0.5,0,1,0,4,1,1
Chelsea,Burnley,2,0.5,1.5,0.25,2.5,1,1.5,0.75,20.5,5.5,17.75,17.75,6.25,2.25,9,2,1,0.5,1,0.5,1,0,0,4,1,1
Tottenham,Brighton,1.333333333,0.5,1,0.5,1,0.5,0.75,0.75,18,8.5,16.25,16.25,4.25,2.5,4,3,0.333333333,0,0.333333333,0,0,1,0,1,0,0
Watford,Southampton,0.333333333,0.5,0.25,0.75,1,0.5,0.75,1.25,14,9.5,14.25,14.25,4,3.75,4.333333333,2.5,1,0.5,0.666666667,0.5,1,0,0,2,1,0
Man United,Man City,0.333333333,3,0.5,3,0.333333333,2.333333333,0.5,2,15,17.66666667,17,17,5.75,6.5,5.333333333,7,1,0.333333333,0,0.333333333,2,0,1,2,1,0
Wolves,Arsenal,3,1,2.25,1,2,1.333333333,1.5,1.25,15,11.33333333,12,12,3.75,4,4.5,2.666666667,0.5,1,0.5,1,0,1,0,4,1,1
Liverpool,Huddersfield,3,0.5,3,0.666666667,3.5,0.5,3.333333333,0.666666667,17,7.5,15,15,5.333333333,2.333333333,6,2,1,0.5,0.5,0.5,0,1,0,5,1,1
Brighton,Newcastle,0.5,2,0.666666667,1.333333333,1,2.5,1,2.333333333,7.5,11,8.666666667,8.666666667,3,4.666666667,2,3.5,1,0.5,0.5,0.5,1,0,0,2,1,0
Crystal Palace,Everton,2,1,2.333333333,1.666666667,2.5,1,2.666666667,1.333333333,12.5,19.5,15.33333333,15.33333333,5,6,4,6,0.5,0.5,0.5,0.5,1,0,0,0,0,0
Fulham,Cardiff,1.5,1.5,1,1,0.5,1,0.333333333,1.333333333,12,13,10,10,2,6.666666667,2,6,0.5,0,0.5,0,0,1,0,1,0,0
Southampton,Bournemouth,1,0.5,0.666666667,1.333333333,2,3,1.333333333,2.333333333,16,12.5,14.33333333,14.33333333,3.666666667,6.333333333,5,6.5,1,1,0.5,1,1,0,0,6,1,1
Tottenham,West Ham,0.5,3,0.333333333,3,1,2.5,0.666666667,2.666666667,12.5,16,12,12,4,7.333333333,3.5,8,0.5,0.5,0.5,0.5,2,0,1,1,0,0
Watford,Wolves,0,1.5,0,2,1,1,0.666666667,1,13.5,9,14,14,4,4,4.5,3,1,0.5,1,0.5,2,0,1,3,1,1
Burnley,Man City,0,3,0,3,0.5,2.5,0.333333333,2,8,22.5,7,7,2,7,2.5,8,0.5,0.5,0.5,0.5,2,0,1,1,0,0
Leicester,Arsenal,2,1.5,1.333333333,1.333333333,1.5,1.5,1,1.333333333,16.5,11.5,13.33333333,13.33333333,5.666666667,5,7.5,3.5,0.5,1,0.5,1,0,1,0,3,1,1
Man United,Chelsea,0.5,1,0.666666667,1.666666667,0.5,0.5,0.666666667,1.333333333,16.5,15,18.66666667,18.66666667,7.333333333,5.333333333,7.5,3.5,1,0,0,0,1,0,0,2,1,0
Everton,Burnley,3,0,2,0,2,0,2,0.5,20,5,18.5,18.5,7.5,3,6,1,1,0,0,0,0,1,0,2,1,0
Bournemouth,Tottenham,3,0,1.5,0.5,1,0,2,1,20,11,18,18,7,4,6,5,0,0,0,0,0,1,0,1,0,0
Cardiff,Crystal Palace,0,3,1.5,3,2,3,2,4,18,21,15.5,15.5,6,7.5,8,7,1,1,1,1,2,0,1,5,1,1
Newcastle,Liverpool,0,3,1.5,3,2,3,3,2.5,14,11,13.5,13.5,6.5,4.5,7,4,1,1,1,1,2,0,1,5,1,1
West Ham,Southampton,3,0,3,0.5,3,0,3.5,0.5,17,11,16.5,16.5,7.5,2,6,1,1,1,1,1,0,1,0,3,1,1
Wolves,Fulham,3,0,1.5,0,1,0,0.5,0,19,6,13,13,4,2,6,2,0,0,0,0,0,1,0,1,0,0
Arsenal,Brighton,1,1,2,0.5,1,1,2,1,20,11,18.5,18.5,7,3.5,8,5,1,0,0,0,1,0,0,2,1,0
Chelsea,Watford,3,0,2,0,3,0,1.5,0.5,19,15,16.5,16.5,6.5,5.5,9,3,1,1,1,1,0,1,0,3,1,1
Huddersfield,Man United,1,1,1,0.5,1,1,1,0.5,7,23,8.5,8.5,3,8.5,3,7,1,0,0,0,1,0,0,2,1,0
Man City,Leicester,3,0,3,0.5,1,0,2.5,0,19,7,19.5,19.5,7,2.5,5,2,0,0,0,0,0,1,0,1,0,0
Brighton,Man City,0,3,0,3,1,4,1,4,6,20,6,6,2,9,2,9,1,1,1,1,2,0,1,5,1,1
Burnley,Arsenal,0,3,0,3,1,3,1,3,14,17,14,14,5,6,5,6,1,1,1,1,2,0,1,4,1,1
Crystal Palace,Bournemouth,3,0,3,0,5,3,5,3,17,16,17,17,8,8,8,8,1,1,1,1,0,1,0,8,1,1
Fulham,Newcastle,0,3,0,3,0,4,0,4,16,13,16,16,2,6,2,6,1,1,1,1,2,0,1,4,1,1
Leicester,Chelsea,1,1,1,1,0,0,0,0,9,14,9,9,3,4,3,4,0,0,0,0,1,0,0,0,0,0
Liverpool,Wolves,3,0,3,0,2,0,2,0,13,7,13,13,5,2,5,2,1,0,0,0,0,1,0,2,1,0
Man United,Cardiff,0,3,0,3,0,2,0,2,26,13,26,26,10,4,10,4,1,0,0,0,2,0,1,2,1,0
Southampton,Huddersfield,1,1,1,1,1,1,1,1,10,10,10,10,3,3,3,3,1,0,0,0,1,0,0,2,1,0
Tottenham,Everton,1,1,1,1,2,2,2,2,11,17,11,11,3,9,3,9,1,1,1,1,1,0,0,4,1,1
Watford,West Ham,0,3,0,3,1,4,1,4,17,16,17,17,8,9,8,9,1,1,1,1,2,0,1,5,1,1
